line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
44,whole_reverse_vs_independent,input_128,edge,after,0.9999608983960308,7.820167900330961e-05,0.015032258516613405,0.006219831960527126
44,whole_reverse_vs_independent,embedded_200,edge,after,0.9905504074489975,0.01977265649423887,0.2214180804486306,0.09201130222989723
44,whole_reverse_vs_independent,heldout_72,edge,after,0.9604371992128844,0.09801952158359295,0.36848543737260825,0.20481321854185008
44,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9293719094783188,0.2620978580729237,0.707709418476837,0.4009808662035811
44,whole_reverse_vs_independent,full_K,edge,after,0.9665819102868938,0.0822652658939097,0.6228129392827402,0.21851172673176614
44,author_L4_forward_vs_reverse,input_128,edge,after,0.9999912061162965,1.7587690074386908e-05,0.006833273019011526,0.0028498110233358704
44,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9963614105830549,0.007278036022840401,0.1365006402546519,0.0621919889086881
44,author_L4_forward_vs_reverse,heldout_72,edge,after,0.9819590195493259,0.036104921771903616,0.22731855324040798,0.13853694400879757
44,author_L4_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9734828619043139,0.06631100728896515,0.4819121567000463,0.1828585459080342
44,author_L4_forward_vs_reverse,full_K,edge,after,0.9900411521762588,0.020815930732780735,0.42289194988667017,0.10319363624307347
44,author_L4_forward_vs_independent,input_128,edge,after,0.9999451891628715,0.00010961867002930746,0.019162071325267042,0.007349989751630958
44,author_L4_forward_vs_independent,embedded_200,edge,after,0.9889465417642721,0.023068523620252423,0.25007646646937043,0.10671435412085223
44,author_L4_forward_vs_independent,heldout_72,edge,after,0.953306907660282,0.11422456517444449,0.4160102853169699,0.23746198802640475
44,author_L4_forward_vs_independent,extrapolated_outside_200,edge,after,0.9322088400708836,0.342908631584819,0.6102528687309451,0.5119821923069461
44,author_L4_forward_vs_independent,full_K,edge,after,0.9630271955120073,0.09641671553355598,0.5430846919369138,0.2624672848431201
44,author_L4_reverse_vs_independent,input_128,edge,after,0.9999608983960308,7.820167900330961e-05,0.015032258516613405,0.006219831960527126
44,author_L4_reverse_vs_independent,embedded_200,edge,after,0.9905504074489975,0.01977265649423887,0.2214180804486306,0.09201130222989723
44,author_L4_reverse_vs_independent,heldout_72,edge,after,0.9604371992128844,0.09801952158359295,0.36848543737260825,0.20481321854185008
44,author_L4_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9293719094783188,0.2620978580729237,0.707709418476837,0.4009808662035811
44,author_L4_reverse_vs_independent,full_K,edge,after,0.9665819102868938,0.0822652658939097,0.6228129392827402,0.21851172673176614
45,wrapper_individual_vs_direct_independent,input_128,edge,after,1.0000000000000002,0.0,1.5897008026670626e-17,0.0
45,wrapper_individual_vs_direct_independent,embedded_200,edge,after,1.0000000000000002,0.0,1.469889860244125e-17,0.0
45,wrapper_individual_vs_direct_independent,heldout_72,edge,after,1.0,0.0,1.228369595086985e-17,0.0
45,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,1.0,0.0,1.6815036929210917e-17,0.0
45,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,0.0,1.631175972203053e-17,0.0
45,whole_forward_vs_reverse,input_128,edge,after,0.9999942713274331,1.1457312315843201e-05,0.007959754210938513,0.0023156174473887427
45,whole_forward_vs_reverse,embedded_200,edge,after,0.9974900571517965,0.005023346907056997,0.09292258128816336,0.04679355759742912
45,whole_forward_vs_reverse,heldout_72,edge,after,0.9885762774368738,0.022920047326144055,0.15450689658746497,0.09994674991100619
45,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9883745128524369,0.02405970975642748,0.1479563792285332,0.10165455736962278
45,whole_forward_vs_reverse,full_K,edge,after,0.9941370892061184,0.011862293002121388,0.13629735560210618,0.07152223523276605
45,whole_forward_vs_independent,input_128,edge,after,0.9999349175645813,0.00013016063511396867,0.013359832434248832,0.007872217002491393
45,whole_forward_vs_independent,embedded_200,edge,after,0.9921500178665286,0.015902766392935454,0.21224358045749106,0.09094100264921544
45,whole_forward_vs_independent,heldout_72,edge,after,0.9659190433674394,0.07222435822773673,0.35329051221223456,0.19385779349469967
45,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.9669572677485322,0.07645376284020994,0.16395854769626172,0.2099233904771244
45,whole_forward_vs_independent,full_K,edge,after,0.982271470855617,0.03765613409148402,0.17726713847567566,0.14536433680352148
45,whole_reverse_vs_independent,input_128,edge,after,0.9999412059541537,0.00011758463495262442,0.015159340083671449,0.007656474652287829
45,whole_reverse_vs_independent,embedded_200,edge,after,0.9918894830733682,0.016409380604535496,0.1989140574241507,0.0902070997484527
45,whole_reverse_vs_independent,heldout_72,edge,after,0.9647374188857187,0.07428180390575184,0.33090669489803975,0.19192401154376337
45,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9694758800949143,0.06773949660828306,0.20118433122987456,0.18406031077160553
45,whole_reverse_vs_independent,full_K,edge,after,0.9831621692160054,0.0352114879885825,0.20061917134098498,0.13253734162406422
45,author_L4_forward_vs_reverse,input_128,edge,after,0.9999942712334736,1.1457500233711259e-05,0.007959614211319877,0.002315637319582435
45,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9974901180702287,0.005023225352648515,0.09292058326881805,0.046793447065114714
45,author_L4_forward_vs_reverse,heldout_72,edge,after,0.9885765538287794,0.02291950045477338,0.15450357153050792,0.09994653223651412
45,author_L4_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9883748612757424,0.024059046699748916,0.14795678458998388,0.1016525543982712
45,author_L4_forward_vs_reverse,full_K,edge,after,0.9941372529844622,0.011861971154554183,0.1362973450893652,0.07152114894694107
45,author_L4_forward_vs_independent,input_128,edge,after,0.9999349175258752,0.00013016071252097144,0.013359855170977184,0.007872225496632825
45,author_L4_forward_vs_independent,embedded_200,edge,after,0.9921502915477697,0.015902217088862792,0.2122414938224026,0.09093963503149809
45,author_L4_forward_vs_independent,heldout_72,edge,after,0.9659202651882393,0.07222187676767952,0.35328702854070565,0.19385489949728738
45,author_L4_forward_vs_independent,extrapolated_outside_200,edge,after,0.9669583157964625,0.07645167561187477,0.16395590185120304,0.2099212329368612
45,author_L4_forward_vs_independent,full_K,edge,after,0.982272028423672,0.03765501397277471,0.17726467848635902,0.14536263201321153
45,author_L4_reverse_vs_independent,input_128,edge,after,0.9999412059541537,0.00011758463495262442,0.015159340083671449,0.007656474652287829
45,author_L4_reverse_vs_independent,embedded_200,edge,after,0.9918894830733682,0.016409380604535496,0.1989140574241507,0.0902070997484527
45,author_L4_reverse_vs_independent,heldout_72,edge,after,0.9647374188857187,0.07428180390575184,0.33090669489803975,0.19192401154376337
45,author_L4_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9694758800949143,0.06773949660828306,0.20118433122987456,0.18406031077160553
45,author_L4_reverse_vs_independent,full_K,edge,after,0.9831621692160054,0.0352114879885825,0.20061917134098498,0.13253734162406422
46,wrapper_individual_vs_direct_independent,input_128,edge,after,0.9999999999999999,0.0,1.690200592118844e-17,0.0
46,wrapper_individual_vs_direct_independent,embedded_200,edge,after,1.0,0.0,1.6338264565754938e-17,0.0
46,wrapper_individual_vs_direct_independent,heldout_72,edge,after,1.0,0.0,1.5284804941716386e-17,0.0
46,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,0.9999999999999999,0.0,1.7169513621406337e-17,0.0
46,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,0.0,1.696552005545053e-17,0.0
46,whole_forward_vs_reverse,input_128,edge,after,0.9999783855529178,4.322842697992354e-05,0.007257863500480049,0.00464561174766819
46,whole_forward_vs_reverse,embedded_200,edge,after,0.9832129601240411,0.034963662475335514,0.39071306114177884,0.1170624930801268
46,whole_forward_vs_reverse,heldout_72,edge,after,0.9134659923083221,0.22408915633833773,0.6511165263818434,0.2963177089980272
46,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.542200283064426,2.2603186813509217,1.837766758745964,0.8683702069381837
46,whole_forward_vs_reverse,full_K,edge,after,0.8884552444176915,0.25803481609555956,1.6034974801041724,0.2965099568780684
46,whole_forward_vs_independent,input_128,edge,after,0.9999398792442894,0.00012023789691585288,0.012074638083118401,0.00777467954086357
46,whole_forward_vs_independent,embedded_200,edge,after,0.9890191348862596,0.02368470804501354,0.3939444053013448,0.10802720163655698
46,whole_forward_vs_independent,heldout_72,edge,after,0.9523218252491243,0.15130746462953007,0.6563765951163116,0.2730299681967593
46,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.7734183637603607,0.874933665073323,1.280166459971507,0.6907945431432392
46,whole_forward_vs_independent,full_K,edge,after,0.9525599846608047,0.10901450273020653,1.126018504530029,0.241525677697647
46,whole_reverse_vs_independent,input_128,edge,after,0.9998771037914721,0.0002457773135778018,0.0174513597559165,0.01099502404008591
46,whole_reverse_vs_independent,embedded_200,edge,after,0.9730803052989383,0.05612285478623405,0.3917692108352011,0.13550929403949002
46,whole_reverse_vs_independent,heldout_72,edge,after,0.8807221906086558,0.3051222067383353,0.652533955237718,0.3156773671709394
46,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.5327464305320779,0.9592925381063406,1.9320704142974898,0.4031163237474062
46,whole_reverse_vs_independent,full_K,edge,after,0.8750852089642425,0.2543233649243251,1.6846491750487294,0.22359400679998345
46,author_L4_forward_vs_reverse,input_128,edge,after,0.999978385564216,4.3228404384351464e-05,0.00725787145425832,0.004645608334696374
46,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9832129770388689,0.03496363482048162,0.3907116532135339,0.11706258489386973
46,author_L4_forward_vs_reverse,heldout_72,edge,after,0.9134660617211783,0.2240893130263122,0.6511141794179995,0.29631816281698786
46,author_L4_forward_vs_reverse,extrapolated_outside_200,edge,after,0.5421989218940092,2.2603308275442857,1.8377680511039742,0.8683717807847439
46,author_L4_forward_vs_reverse,full_K,edge,after,0.8884549102339987,0.2580356585814618,1.6034985052169797,0.2965102550715547
46,author_L4_forward_vs_independent,input_128,edge,after,0.9999398792337024,0.00012023791808883504,0.012074628763876015,0.0077746816732717945
46,author_L4_forward_vs_independent,embedded_200,edge,after,0.9890191320064696,0.023684725305630167,0.3939425482578856,0.10802750772771037
46,author_L4_forward_vs_independent,heldout_72,edge,after,0.9523218861624843,0.15130780063980245,0.6563734994177686,0.273030948231028
46,author_L4_forward_vs_independent,extrapolated_outside_200,edge,after,0.7734160988963106,0.8749424145871056,1.2801707367057995,0.6907969449440466
46,author_L4_forward_vs_independent,full_K,edge,after,0.952559660883377,0.10901526136772186,1.1260219887597138,0.24152633783122116
46,author_L4_reverse_vs_independent,input_128,edge,after,0.9998771037914721,0.0002457773135778018,0.0174513597559165,0.01099502404008591
46,author_L4_reverse_vs_independent,embedded_200,edge,after,0.9730803052989383,0.05612285478623405,0.3917692108352011,0.13550929403949002
46,author_L4_reverse_vs_independent,heldout_72,edge,after,0.8807221906086558,0.3051222067383353,0.652533955237718,0.3156773671709394
46,author_L4_reverse_vs_independent,extrapolated_outside_200,edge,after,0.5327464305320779,0.9592925381063406,1.9320704142974898,0.4031163237474062
46,author_L4_reverse_vs_independent,full_K,edge,after,0.8750852089642425,0.2543233649243251,1.6846491750487294,0.22359400679998345
47,wrapper_individual_vs_direct_independent,input_128,edge,after,1.0000000000000002,0.0,1.4706718993585353e-17,0.0
47,wrapper_individual_vs_direct_independent,embedded_200,edge,after,1.0,0.0,1.5283936617098476e-17,0.0
47,wrapper_individual_vs_direct_independent,heldout_72,edge,after,0.9999999999999999,0.0,1.625958392930337e-17,0.0
47,wrapper_individual_vs_direct_independent,extrapolated_outside_200,edge,after,0.9999999999999999,0.0,1.6541322353994122e-17,0.0
47,wrapper_individual_vs_direct_independent,full_K,edge,after,1.0,0.0,1.623610755516636e-17,0.0
47,whole_forward_vs_reverse,input_128,edge,after,0.9999419361133297,0.00011612440192551333,0.017171895771058095,0.007432504604706169
47,whole_forward_vs_reverse,embedded_200,edge,after,0.9925389924316501,0.015736166470442778,0.22223257645640143,0.07954915919973529
47,whole_forward_vs_reverse,heldout_72,edge,after,0.9762038891938745,0.057609648329600686,0.3696792854611059,0.15213142466102042
47,whole_forward_vs_reverse,extrapolated_outside_200,edge,after,0.9502220446475843,0.38464157557728357,0.10519950071865082,0.6078675752640736
47,whole_forward_vs_reverse,full_K,edge,after,0.9539762112392592,0.1711905604119119,0.1436907468252658,0.3992088064324539
47,whole_forward_vs_independent,input_128,edge,after,0.9999419361133297,0.00011612440192551333,0.017171895771058095,0.007432504604706169
47,whole_forward_vs_independent,embedded_200,edge,after,0.9925389924316501,0.015736166470442778,0.22223257645640143,0.07954915919973529
47,whole_forward_vs_independent,heldout_72,edge,after,0.9762038891938745,0.057609648329600686,0.3696792854611059,0.15213142466102042
47,whole_forward_vs_independent,extrapolated_outside_200,edge,after,0.9502220446475843,0.38464157557728357,0.10519950071865082,0.6078675752640736
47,whole_forward_vs_independent,full_K,edge,after,0.9539762112392592,0.1711905604119119,0.1436907468252658,0.3992088064324539
47,whole_reverse_vs_independent,input_128,edge,after,1.0000000000000002,0.0,1.4706718993585353e-17,0.0
47,whole_reverse_vs_independent,embedded_200,edge,after,1.0,0.0,1.5283936617098476e-17,0.0
47,whole_reverse_vs_independent,heldout_72,edge,after,0.9999999999999999,0.0,1.625958392930337e-17,0.0
47,whole_reverse_vs_independent,extrapolated_outside_200,edge,after,0.9999999999999999,0.0,1.6541322353994122e-17,0.0
47,whole_reverse_vs_independent,full_K,edge,after,1.0,0.0,1.623610755516636e-17,0.0
47,author_L4_forward_vs_reverse,input_128,edge,after,0.9999419361081575,0.00011612441226931492,0.017171899061561,0.007432504925000414
47,author_L4_forward_vs_reverse,embedded_200,edge,after,0.9925389939645282,0.015736163670601218,0.2222324123391529,0.07954914107533886
47,author_L4_forward_vs_reverse,heldout_72,edge,after,0.9762038957895892,0.05760963850250211,0.3696790111365226,0.15213139040388413
